HK 2-stellig;HK 3-stellig;3mit *;Kontobezeichnung;HK;HK-4-Stellig;IDEA;Kontoneu;Prozess KI;Prozess EWB;WP;Sachanlagen;Personal;manuell;Hinweis
87;877;*;Risikoabschlag bzw. -zuschlag nach § 340 e Abs. 3 HGB auf Handelsbestände -  Forderungen gegenüber Kunden;877120;8771;x;;;;;;;x;sofern zutreffend: Hinweis geben
87;877;*;Risikoabschlag bzw. -zuschlag nach § 340 e Abs. 3 HGB auf Handelsbestände -  Schuldverschreibungen und andere festverzinsliche Wertpapiere;877130;8771;x;;;;;;;x;sofern zutreffend: Hinweis geben
87;877;*;Risikoabschlag bzw. -zuschlag nach § 340 e Abs. 3 HGB auf Handelsbestände -  Aktien und andere nicht festverzinsliche Wertpapiere;877140;8771;x;;;;;;;x;sofern zutreffend: Hinweis geben
87;877;*;Risikoabschlag bzw. -zuschlag nach § 340 e Abs. 3 HGB auf Handelsbestände -  Sonstige Vermögensgegenstände;877150;8771;x;;;;;;;x;sofern zutreffend: Hinweis geben
87;877;*;Risikoabschlag bzw. -zuschlag nach § 340 e Abs. 3 HGB auf Handelsbestände -   Derivaten;877210;8772;x;;;;;;;x;sofern zutreffend: Hinweis geben
87;877;*;Risikoabschlag bzw. -zuschlag nach § 340 e Abs. 3 HGB auf Handelsbestände -   Verbindlichkeiten gegenüber Kreditinstituten;877310;8773;x;;;;;;;x;sofern zutreffend: Hinweis geben
87;877;*;Risikoabschlag bzw. -zuschlag nach § 340 e Abs. 3 HGB auf Handelsbestände -   Verbindlichkeiten gegenüber Kunden;877320;8773;x;;;;;;;x;sofern zutreffend: Hinweis geben
87;877;*;Risikoabschlag bzw. -zuschlag nach § 340 e Abs. 3 HGB auf Handelsbestände -   Verbriefte Verbindlichkeiten;877330;8773;x;;;;;;;x;sofern zutreffend: Hinweis geben
87;878;*;Risikoabschlag bzw. -zuschlag nach § 340 e Abs. 3 HGB auf Handelsbestände -   Sonstige Verbindlichkeiten;877340;8773;x;;;;;;;x;sofern zutreffend: Hinweis geben
87;878;*;Umsatzsteuer (Regelsteuersatz);878000;8780;;;;;;;;x;
87;878;*;Umsatzsteuer ermäßigter Steuersatz;878050;8780;;;;;;;;x;
87;878;*;Umsatzsteuer im Edelmetallgeschäft;878100;8781;;;;;;;;x;
87;878;*;Umsatzsteuer im Kantinengeschäft;878200;8782;;;;;;;;x;
87;878;*;Umsatzsteuer aus Verkauf von Sicherungsgut -  Umsatzsteuer für andere Lieferungen aus Steuerschuldnerschaft;878310;8783;;;;;;;;x;
87;878;*;Umsatzsteuer aus Verkauf von Sicherungsgut -  Umsatzsteuer für sonstige Leistungen/Werkleistungen aus einem EU-Land;878320;8783;;;;;;;;x;
87;878;*;Umsatzsteuer aus Verkauf von Sicherungsgut -  Umsatzsteuer aus innergemeinschaftlichem Erwerb;878330;8783;;;;;;;;x;
87;878;*;Umsatzsteuer bei Steuerschuldnerschaft des Leistungsempfängers;878600;8786;;;;;;;;x;
87;878;*;Umsatzsteuer für unentgeltliche Wertabgaben;878700;8787;;;;;;;;x;
87;879;*;Sonstige Umsatzsteuer;878800;8788;;;;;;;;x;
89;891;*;Zum Jahresabschluss passivierte sonstige Verbindlichkeiten (antizipative Posten);879000;8790;x;;;;;;;;HK aufsteigend, Umsätze absteigend, nur man. Buchungen
89;891;*;Forderungen aus Bürgschaften;891100;8911;;;;;;;;x;
89;891;*;Forderungen aus Gewährleistungsverträgen;891200;8912;;;;;;;;x;
89;891;*;Forderungen aus Akkreditiven;891300;8913;;;;;;;;x;
89;891;*;In Pension gegebene Vermögensgegenstände (unechte Pensionsgeschäfte);891400;8914;;;;;;;;x;
89;891;*;Bestellte Sicherheiten für fremde Verbindlichkeiten;891500;8915;;;;;;;;x;
89;892;*;Gegenkonto Unwiderrufliche Kreditzusagen;891600;8916;;;;;;;;x;
89;892;*;Verbindlichkeiten aus Bürgschaften;892100;8921;;;;;;;;x;
89;892;*;Verbindlichkeiten aus Gewährleistungsverträgen;892200;8922;;;;;;;;x;
89;892;*;Verbindlichkeiten aus Akkreditiven;892300;8923;;;;;;;;x;
89;892;*;Rücknahmeverpflichtungen aus unechten Pensionsgeschäften;892400;8924;;;;;;;;x;
89;892;*;Haftung aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten;892500;8925;;;;;;;;x;
89;896;*;Unwiderrufliche Kreditzusagen;892600;8926;;;;;;;;x;
89;896;*;Fremdwährungsforderungen aus Bürgschaften/Garantien;896100;8961;;;;;;;;x;
89;897;*;Fremdwährungsforderungen aus Akkreditiven;896300;8963;;;;;;;;x;
89;897;*;Fremdwährungsverbindlichkeiten aus Bürgschaften/Garantien;897100;8971;;;;;;;;x;
89;899;*;Fremdwährungsverbindlichkeiten aus Akkreditiven;897300;8973;;;;;;;;x;
89;899;*;Ansprüche aus dem Abschluss von Payer Swaps;899101;8991;;;;;;;;x;
89;899;*;Verpflichtungen aus dem Abschluss von Payer Swaps;899102;8991;;;;;;;;x;
89;899;*;Ansprüche aus dem Abschluss von Receiver Swaps;899103;8991;;;;;;;;x;
89;899;*;Verpflichtungen aus dem Abschluss von Receiver Swaps;899104;8991;;;;;;;;x;
89;899;*;Ansprüche aus dem Kauf von Futures;899111;8991;;;;;;;;x;
89;899;*;Verpflichtungen aus dem Kauf von Futures;899112;8991;;;;;;;;x;
89;899;*;Ansprüche aus dem Verkauf von Futures;899113;8991;;;;;;;;x;
89;899;*;Verpflichtungen aus dem Verkauf von Futures;899114;8991;;;;;;;;x;
89;899;*;Unbedingte Termingeschäfte;899149;8991;;;;;;;;x;
89;899;*;Bedingte Termingeschäfte;899150;8991;;;;;;;;x;
89;899;*;Ansprüche aus Long Calls;899151;8991;;;;;;;;x;
89;899;*;Gegenkonto Long Calls;899152;8991;;;;;;;;x;
89;899;*;Gegenkonto Short Calls;899153;8991;;;;;;;;x;
89;899;*;Verpflichtungen aus Short Calls;899154;8991;;;;;;;;x;
89;899;*;Ansprüche aus Long Puts;899155;8991;;;;;;;;x;
89;899;*;Gegenkonto Long Puts;899156;8991;;;;;;;;x;
89;899;*;Gegenkonto Short Puts;899157;8991;;;;;;;;x;
89;899;*;Verpflichtungen aus Short Puts;899158;8991;;;;;;;;x;
91;911;*;Bedingte Termingeschäfte;899199;8991;;;;;;;;x;
91;911;*;Sicherheitsrücklage;911100;9111;;;;;;;;x;
91;911;*;Andere Rücklagen;911200;9112;;;;;;;;x;
91;911;*;Fonds für allgemeine Bankrisiken nach § 340 g HGB;911310;9113;;;;;;;;x;
91;912;*;Fonds für allgemeine Bankrisiken nach § 340 g i. V. m. § 340 e HGB;911320;9113;;;;;;;;x;
91;912;*;Dotationskapital;912100;9121;;;;;;;;x;
91;912;*;Hafteinlagen;912200;9122;;;;;;;;x;
91;912;*;Von Geschäftskunden gezeichnetes Genussrechtskapital;912310;9123;;;;;;;;x;
91;912;*;Von Privatkunden gezeichnetes Genussrechtskapital;912330;9123;;;;;;;;x;
91;912;*;Von Kreditinstituten gezeichnetes Genussrechtskapital;912340;9123;;;;;;;;x;
91;913;*;Nachrangige Verbindlichkeiten;912400;9124;;x;;;;;;;
91;914;*;Sonderposten mit Rücklageanteil;913000;9130;;;;;;;;x;
91;914;*;Rückstellungen für laufende Pensionen;914110;9141;;;;;;;;x;
91;914;*;Rückstellungen für Pensionsanwartschaften;914120;9141;;;;;;;;x;
91;914;*;Rückstellungen für mittelbare Pensions- und ähnliche Verpflichtungen nach Artikel 28 Abs. 1 Satz 2 EGHGB  (Zusatzversorgung);914130;9141;;;;;;;;x;
91;914;*;Steuerrückstellungen;914200;9142;;;;;;;;x;
91;914;*;Rückstellungen für die Aufstellung, Prüfung und Veröffentlichung des Jahresabschlusses;914310;9143;;;;;;;;x;
91;914;*;Rückstellungen für Bonusgewährung im Sparverkehr;914340;9143;;;;;;;;x;
91;914;*;Rückstellungen für Spareinlagen mit steigender Verzinsung;914350;9143;;;;;;;;x;
91;914;*;Rückstellungen für Altersteilzeitverpflichtungen;914370;9143;;;;;;;;x;
91;914;*;Sonstige andere Rückstellungen;914390;9143;;;;;;;;x;
91;914;*;Rückstellungen für drohende Inanspruchnahmen aus Eventualverbindlichkeiten – aus weitergegebenen abgerechneten Wechseln;914411;9144;;;;;;;;x;
91;914;*;Rückstellungen für drohende Inanspruchnahmen aus Eventualverbindlichkeiten – aus Bürgschaften und Gewährleistungsverträgen;914412;9144;;;;;;;;x;
91;914;*;Rückstellungen für drohende Inanspruchnahmen aus Eventualverbindlichkeiten – aus der Bestellung von Sicherheiten für fremde Verbindlichkeiten;914413;9144;;;;;;;;x;
91;914;*;Rückstellungen für drohende Inanspruchnahmen aus anderen Verpflichtungen;914420;9144;;;;;;;;x;
91;914;*;Rückstellungen für drohende Inanspruchnahmen aufgrund von Rücknahmeverpflichtungen aus unechten Pensionsgeschäften;914421;9144;;;;;;;;x;
91;914;*;Rückstellungen für drohende Inanspruchnahmen aus sonstigen anderen Verpflichtungen;914422;9144;;;;;;;;x;
91;914;*;Rückstellungen für drohende Inanspruchnahmen aus außerbilanziellen Geschäften;914430;9144;;;;;;;;x;
91;915;*;Rückstellungen für Bewertungseinheiten;914440;9144;;;;;;;;x;
91;915;*;Einzelwertberichtigungen auf täglich fällige Forderungen an Kreditinstitute;915121;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf befristete Forderungen an Kreditinstitute;915122;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf Forderungen an Kunden mit unbestimmter Laufzeit;915131;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf sonstige Forderungen an Kunden;915139;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf Beteiligungen an Kredit- und Finanzdienstleistungsinstituten;915171;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf Beteiligungen an anderen Unternehmen;915172;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf Anteile an verbundenen Kredit- und Finanzdienstleistungsinstituten;915173;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf Anteile an anderen verbundenen Unternehmen;915174;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf sparkassenbetrieblich genutzte Grundstücke und Gebäude;915181;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf anderer Nutzung dienende Grundstücke und Gebäude;915182;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf Betriebs- und Geschäftsausstattung;915183;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf immaterielle Anlagewerte;915185;9151;;;;x;;;;;
91;915;*;Einzelwertberichtigungen auf sonstige Vermögensgegenstände;915190;9151;;;;x;;;;;
91;915;*;Pauschalwertberichtigungen auf Forderungen an Kunden;915200;9152;;;;;;;;x;
91;915;*;Vorsorgereserven (§26a KWG) zu täglich fälligen Forderungen an Kreditinstitute;915321;9153;;;;;;;;x;
91;915;*;Vorsorgereserven (§26a KWG) zu befristeten Forderungen an Kreditinstitute;915322;9153;;;;;;;;x;
91;915;*;Vorsorgereserven (§26a KWG) zu Forderungen an Kunden (einschl. angekauften Diskontwechseln und abgerechneten eigenen  Ziehungen);915330;9153;;;;;;;;x;
91;915;*;Vorsorgereserven  (§26a KWG) zu Geldmarktpapieren öffentlicher Emittenten (Liquiditätsreserve);915351;9153;;;;;;;;x;
91;915;*;Vorsorgereserven  (§26a KWG) zu Geldmarktpapieren anderer Emittenten (Liquiditätsreserve);915352;9153;;;;;;;;x;
91;915;*;Vorsorgereserven  (§26a KWG) zu Anleihen und Schuldverschreibungen öffentlicher Emittenten (Liquiditätsreserve);915353;9153;;;;;;;;x;
91;915;*;Vorsorgereserven  (§26a KWG) zu Anleihen und Schuldverschreibungen anderer Emittenten (Liquiditätsreserve);915355;9153;;;;;;;;x;
91;915;*;Vorsorgereserven  (§26a KWG) zu Aktien an anderen nicht festverzinslichen Wertpapieren (Liquiditätsreserve);915357;9153;;;;;;;;x;
91;915;*;Vorsorgereserven  (§340f HGB) zu täglich fälligen Forderungen an Kreditinstitute;915421;9154;;;;;;;;x;
91;915;*;Vorsorgereserven  (§340f HGB) zu befristeten Forderungen an Kreditinstitute;915422;9154;;;;;;;;x;
91;915;*;Vorsorgereserven  (§340f HGB) zu Forderungen an Kunden (einschl. angekauften Diskontwechseln und abgerechneten eigenen  Ziehungen);915430;9154;;;;;;;;x;
91;915;*;Vorsorgereserven  (§340f HGB) zu Geldmarktpapieren öffentlicher Emittenten (Liquiditätsreserve);915451;9154;;;;;;;;x;
91;915;*;Vorsorgereserven  (§340f HGB) zu Geldmarktpapieren anderer Emittenten (Liquiditätsreserve);915452;9154;;;;;;;;x;
91;915;*;Vorsorgereserven  (§340f HGB) zu Anleihen und Schuldverschreibungen öffentlicher Emittenten (Liquiditätsreserve);915453;9154;;;;;;;;x;
91;915;*;Vorsorgereserven  (§340f HGB) zu Anleihen und Schuldverschreibungen anderer Emittenten (Liquiditätsreserve);915455;9154;;;;;;;;x;
91;915;*;Vorsorgereserven  (§340f HGB) zu Aktien und anderen nicht festverzinslichen Wertpapieren (Liquiditätsreserve);915457;9154;;;;;;;;x;
91;915;*;Zinsausfallkorrekturposten für notleidende Kredite;915500;9155;;;;;;;;x;
91;916;*;Einzelwertberichtigungen wegen Minderverzinslichkeit;915900;9159;;;;;;;;x;
91;917;*;Gewinnverwendung;916000;9160;;;;;;;;x;
91;918;*;Verlustvortrag;917000;9170;;;;;;;;x;
91;918;*;Steuerbilianz Aktiva;918000;9180;;;;;;;;x;
91;918;*;Aktiver Ausgleichsposten Organgesellschaft (A 19);918100;9181;;;;;;;;x;
91;919;*;Aktiver Ausgleichsposten nach InvStG (A 20);918200;9182;;;;;;;;x;
91;919;*;Steuerbilanz Passiva;919000;9190;;;;;;;;x;
91;919;*;Sonderposten mit Rücklageanteil;919100;9191;;;;;;;;x;
91;919;*;Genussrecht - Fremdkapital;919200;9192;;;;;;;;x;
91;919;*;Passiver Ausgleichsposten Organgesellschaft;919300;9193;;;;;;;;x;
92;921;*;Passiver Ausgleichsposten nach InvStG;919400;9194;;;;;;;;x;
92;921;*;Zinsen für Spareinlagen – normalverzinslich;921101;9211;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für Spareinlagen – unbefristet höherverzinslich (geldmarktorientiert);921102;9211;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für Spareinlagen – unbefristet höherverzinslich (kapitalmarktorientiert);921103;9211;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für Spareinlagen – Einmalanlagen mit gleich bleibendem Zinssatz;921104;9211;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für Spareinlagen – Einmalanlagen mit steigendem Zinssatz;921105;9211;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für Spareinlagen – Ratensparverträge;921106;9211;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für Spareinlagen – mit vorübergehender Bonifizierung;921107;9211;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für Einlagen nach dem Altersvermögensgesetz;921140;9211;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Geschäftskunden verkaufte Sparkassenbriefe;921410;9214;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Sparkassenbriefe mit einer Laufzeit bis zu 2 Jahren;921421;9214;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Sparkassenbriefe mit einer Laufzeit von mehr als 2 bis zu 5 Jahren;921422;9214;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Sparkassenbriefe mit einer Laufzeit von mehr als 5 Jahren;921423;9214;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Geschäftskunden verkaufte Sparkassenobligationen;921510;9215;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Sparkassenobligationen mit einer Laufzeit bis zu 2 Jahren;921521;9215;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Sparkassenobligationen von mehr als 2 bis zu 5 Jahren;921522;9215;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Sparkassenobligationen mit einer Laufzeit von mehr als 5 Jahren;921523;9215;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für S-Gewinnobligationen mit einer Laufzeit bis zu 5 Jahren;921620;9216;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für S-Gewinnobligationen mit einer Laufzeit von mehr als 5 Jahren;921630;9216;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Geschäftskunden verkaufte Inhaberschuldverschreibungen;921710;9217;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Inhaberschuldverschreibungen mit einer Laufzeit bis zu 2  Jahren;921721;9217;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Inhaberschuldverschreibungen mit einer Laufzeit von mehr als  2 Jahren bis zu 5 Jahren;921722;9217;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Inhaberschuldverschreibungen mit einer Laufzeit von mehr als  5 Jahren;921723;9217;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Geschäftskunden verkaufte Pfandbriefe – Inhaberpapiere –;921810;9218;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Pfandbriefe – Inhaberpapiere – – mit einer Laufzeit bis zu 2 Jahren;921821;9218;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Pfandbriefe – Inhaberpapiere – – mit einer Laufzeit von mehr als 2 Jahren bis zu 5 Jahren;921822;9218;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Pfandbriefe – Inhaberpapiere – – mit einer Laufzeit von mehr als 5 Jahren;921823;9218;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Geschäftskunden verkaufte Pfandbriefe – Namenspapiere–;921830;9218;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Pfandbriefe – Namenspapiere – mit einer Laufzeit bis zu 2 Jahren;921841;9218;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;921;*;Zinsen für an Privatkunden verkaufte Pfandbriefe – Namenspapiere – mit einer Laufzeit von mehr als 2 Jahren bis zu 5 Jahren;921842;9218;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für an Privatkunden verkaufte Pfandbriefe – Namenspapiere – mit einer Laufzeit von mehr als 5 Jahren;921843;9218;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Tagesgelder von Geschäftskunden;922111;9221;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Tagesgelder von Privatkunden;922113;9221;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für andere befristete Verbindlichkeiten gegenüber Geschäftskunden mit einer Laufzeit oder Kündigungsfrist bis  zu 5 Jahren;922121;9221;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für andere befristete Verbindlichkeiten gegenüber Geschäftskunden mit einer Laufzeit oder Kündigungsfrist von  mehr als 5 Jahren;922122;9221;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für andere befristete Verbindlichkeiten gegenüber Privatkunden mit einer Laufzeit oder Kündigungsfrist bis zu  drei Monaten;922131;9221;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für andere befristete Verbindlichkeiten gegenüber Privatkunden mit einer Laufzeit oder Kündigungsfrist von mehr  als drei Monaten;922132;9221;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen und Kredit- bzw. Überziehungsprovisionen für Kontokorrentkredite auf Geschäftsgirokonten (ohne solche  öffentlicher Haushalte);922211;9222;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen und Kredit- bzw. Überziehungsprovisionen für Kontokorrentkredite an öffentliche Haushalte;922212;9222;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen und Überziehungsprovisionen für Kontokorrentkredite auf Privatgirokonten;922213;9222;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Sichteinlagen auf normalverzinslichen Geschäftsgirokonten;922221;9222;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Sichteinlagen auf höherverzinslichen Geschäftsgirokonten;922222;9222;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Sichteinlagen auf normalverzinslichen Privatgirokonten;922223;9222;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Sichteinlagen auf höherverzinslichen Privatgirokonten;922224;9222;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Akzeptkreditprovisionen;922300;9223;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Weiterleitungsmittel von Nichtkreditinstituten;922500;9225;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Fremdwährungs-Kontokorrentkredite an Kunden – an Geschäftskunden;922611;9226;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Fremdwährungs-Kontokorrentkredite an Kunden – an öffentliche Haushalte;922612;9226;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Fremdwährungs-Kontokorrentkredite an Kunden – an Privatkunden;922613;9226;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Fremdwährungs-Sichteinlagen von Kunden;922620;9226;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Fremdwährungs-Tagesgelder von Kunden – Geschäftskunden;922631;9226;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für Fremdwährungs-Tagesgelder von Kunden – Privatkunden;922633;9226;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für andere Fremdwährungsverbindlichkeiten gegenüber Geschäftskunden mit einer Laufzeit oder  Kündigungsfrist bis zu 5 Jahren;922641;9226;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für andere Fremdwährungsverbindlichkeiten gegenüber Geschäftskunden mit einer Laufzeit oder  Kündigungsfrist von mehr als 5 Jahren;922642;9226;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;922;*;Zinsen für andere Fremdwährungsverbindlichkeiten gegenüber Privatkunden mit einer Laufzeit oder  Kündigungsfrist bis zu drei Monaten;922651;9226;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für andere Fremdwährungsverbindlichkeiten gegenüber Privatkunden mit einer Laufzeit oder Kündigungsfrist von mehr als drei Monaten;922652;9226;x;x;;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für laufendes Guthaben bei der eigenen GZ (Zinserträge des Kontos 411000);924111;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für laufende Verbindlichkeiten gegenüber der eigenen GZ (Zinsaufwendungen des Kontos 411000);924112;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Tagesgelder bei der eigenen GZ;924120;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für befristete Forderungen an die eigene GZ mit einer Laufzeit von weniger als 1 Monat;924131;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für befristete Forderungen an die eigene GZ mit einer Laufzeit von mindestens 1 Monat bis zu 1 Jahr;924132;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für befristete Forderungen an die eigene GZ mit einer Laufzeit von mehr als 1 Jahr;924133;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für Schuldscheine, Namensschuldverschreibungen und rückzahlbare, nicht börsenfähige Genussrechte der eigenen  GZ;924150;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für laufende Fremdwährungs-Guthaben bei der eigenen GZ;924161;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
92;924;*;Zinsen für laufende Fremdwährungsverbindlichkeiten gegenüber der eigenen GZ;924162;9241;x;;x;;;;;;manuelle Umsätze ab xxx, atypische (Soll auf Haben, Haben auf Soll), 
